-7.28672650,112.79604370,-0.33169371,0.01730599,-0.00608591,-0.94320875
-7.28672650,112.79604350,-0.33574112,0.01440558,-0.00513526,-0.94183014
-7.28672650,112.79604330,-0.33881663,0.00421196,-0.00151682,-0.94084178
-7.28672660,112.79604320,-0.34242911,0.00229225,-0.00083544,-0.93954050
-7.28672660,112.79604310,-0.34723778,0.01130580,-0.00418663,-0.93769962
-7.28672670,112.79604310,-0.35252003,0.01678081,-0.00632254,-0.93563244
-7.28672670,112.79604300,-0.35679721,0.01044760,-0.00399060,-0.93411492
-7.28672660,112.79604290,-0.36048275,0.00347660,-0.00134360,-0.93275843
-7.28672670,112.79604280,-0.36470787,0.00551786,-0.00216132,-0.93110313
-7.28672670,112.79604270,-0.36955540,0.01167825,-0.00464498,-0.92912370
-7.28672680,112.79604250,-0.37456564,0.01370897,-0.00553878,-0.92708250
-7.28672690,112.79604220,-0.38122250,0.00643397,-0.00265321,-0.92445712
-7.28672700,112.79604180,-0.40117965,-0.01429155,0.00626017,-0.91586650
-7.28672730,112.79604130,-0.43390005,-0.01658504,0.00798897,-0.90077292
-7.28672770,112.79604050,-0.47385621,-0.00219483,0.00118105,-0.88059870
-7.28672810,112.79603940,-0.51428874,0.00179151,-0.00107432,-0.85761456
-7.28672860,112.79603800,-0.54553612,-0.01808889,0.01177851,-0.83780929
-7.28672910,112.79603600,-0.56236404,-0.03767372,0.02566075,-0.82563243
-7.28672960,112.79603380,-0.57084988,-0.03208968,0.02233615,-0.82012302
-7.28673010,112.79603150,-0.58920938,-0.01683650,0.01228189,-0.80771158
-7.28673050,112.79602910,-0.61877837,-0.01480606,0.01166587,-0.78533942
-7.28673060,112.79602670,-0.64927853,-0.02780971,0.02376853,-0.75967037
-7.28673030,112.79602420,-0.67853119,-0.03373558,0.03122309,-0.73313194
-7.28672980,112.79602180,-0.70660770,-0.02965606,0.02966641,-0.70636109
-7.28672930,112.79601950,-0.73254639,-0.02728497,0.02941355,-0.67953379
-7.28672840,112.79601720,-0.76197545,-0.02865997,0.03380065,-0.64608787
-7.28672750,112.79601500,-0.77959314,-0.02799938,0.03494268,-0.62468358
-7.28672650,112.79601280,-0.80074195,-0.02535572,0.03398016,-0.59750712
-7.28672520,112.79601060,-0.82078983,-0.02447959,0.03527404,-0.56961439
-7.28672370,112.79600840,-0.83896204,-0.02369410,0.03664654,-0.54243738
-7.28672200,112.79600630,-0.85557675,-0.02204148,0.03655301,-0.51591325
-7.28672010,112.79600440,-0.87165597,-0.02088914,0.03729261,-0.48825073
-7.28671820,112.79600260,-0.88731240,-0.01979301,0.03824993,-0.45915344
-7.28671610,112.79600090,-0.90133056,-0.01862242,0.03894645,-0.43097517
-7.28671390,112.79599950,-0.91325233,-0.01793920,0.04045352,-0.40498380
-7.28671180,112.79599820,-0.92461239,-0.01665237,0.04069368,-0.37836311
-7.28670960,112.79599700,-0.93521271,-0.01548760,0.04122595,-0.35133707
-7.28670740,112.79599580,-0.94262657,-0.01412003,0.04019675,-0.33111930
-7.28670510,112.79599450,-0.94514961,-0.01068710,0.03108164,-0.32497989
-7.28670290,112.79599320,-0.94046896,-0.00846913,0.02349817,-0.33896054
-7.28670090,112.79599160,-0.93092624,-0.00856245,0.02187126,-0.36445119
-7.28669910,112.79599000,-0.91883292,-0.00888589,0.02072234,-0.39400213
-7.28669730,112.79598830,-0.90560369,-0.00771547,0.01648950,-0.42373402
-7.28669560,112.79598630,-0.89537252,-0.00992271,0.01997604,-0.44475899
-7.28669370,112.79598420,-0.89145258,-0.01517913,0.02994561,-0.45186851
-7.28669180,112.79598210,-0.89264612,-0.01760898,0.03500395,-0.44905183
-7.28668990,112.79598010,-0.89681748,-0.01754120,0.03570347,-0.44060864
-7.28668780,112.79597830,-0.90248156,-0.01694427,0.03565242,-0.42891587
-7.28668560,112.79597660,-0.90889882,-0.01826733,0.04003770,-0.41468810
-7.28668350,112.79597500,-0.91639426,-0.01901324,0.04384250,-0.39741401
-7.28668140,112.79597330,-0.92377127,-0.01775559,0.04315310,-0.38009104
-7.28667940,112.79597190,-0.93026975,-0.01721289,0.04401255,-0.36381974
-7.28667720,112.79597070,-0.93646862,-0.01674359,0.04513061,-0.34743258
-7.28667490,112.79596940,-0.94230482,-0.01553041,0.04415018,-0.33146824
-7.28667260,112.79596830,-0.94690356,-0.01445655,0.04300643,-0.31830033
-7.28667020,112.79596730,-0.95000437,-0.01378206,0.04236650,-0.30904180
-7.28666780,112.79596630,-0.95208209,-0.01314681,0.04134384,-0.30274996
-7.28666550,112.79596510,-0.95284607,-0.01376053,0.04370931,-0.29997419
-7.28666330,112.79596400,-0.95332761,-0.01412719,0.04516276,-0.29820667
-7.28666110,112.79596290,-0.95392201,-0.01421539,0.04578103,-0.29620066
-7.28665880,112.79596180,-0.95458271,-0.01416845,0.04599814,-0.29403277
-7.28665640,112.79596060,-0.95530315,-0.01402538,0.04593228,-0.29170089
-7.28665400,112.79595950,-0.95600372,-0.01397172,0.04616009,-0.28936295
-7.28665170,112.79595840,-0.95673136,-0.01416388,0.04725560,-0.28676017
-7.28664950,112.79595710,-0.95899511,-0.01410357,0.04849742,-0.27888611
-7.28664720,112.79595590,-0.96135515,-0.01388499,0.04934782,-0.27049633
-7.28664470,112.79595470,-0.96305430,-0.01382969,0.05041453,-0.26418464
-7.28664210,112.79595330,-0.96425100,-0.01432302,0.05328681,-0.25918214
-7.28663940,112.79595200,-0.96566362,-0.01431753,0.05451702,-0.25360734
-7.28663660,112.79595080,-0.96686120,-0.01380866,0.05356765,-0.24923731
