-7.28678270,112.79601330,-0.97960391,0.00384908,-0.01885147,-0.20001497
-7.28678270,112.79601320,-0.97878071,0.00423725,-0.02034465,-0.20385403
-7.28678270,112.79601320,-0.97796108,0.00425113,-0.02000860,-0.20778285
-7.28678270,112.79601320,-0.97716767,0.00399843,-0.01846225,-0.21162820
-7.28678270,112.79601310,-0.97629179,0.00407027,-0.01842829,-0.21563435
-7.28678270,112.79601310,-0.97537208,0.00445707,-0.01979369,-0.21963072
-7.28678280,112.79601300,-0.97445467,0.00463214,-0.02018452,-0.22362745
-7.28678280,112.79601300,-0.97355423,0.00442409,-0.01892162,-0.22762814
-7.28678280,112.79601290,-0.97258670,0.00432061,-0.01812899,-0.23179253
-7.28678280,112.79601290,-0.97154611,0.00465246,-0.01915053,-0.23602917
-7.28678290,112.79601280,-0.97052502,0.00502353,-0.02030674,-0.24009078
-7.28678290,112.79601280,-0.96952780,0.00489989,-0.01945698,-0.24415827
-7.28678290,112.79601280,-0.96848083,0.00461858,-0.01800775,-0.24839337
-7.28678280,112.79601260,-0.96714578,0.00437867,-0.01669643,-0.25363574
-7.28678230,112.79601220,-0.96178281,-0.00290136,0.01019880,-0.27360811
-7.28678140,112.79601160,-0.95176518,-0.01012457,0.03159116,-0.30502875
-7.28678020,112.79601070,-0.94106413,-0.00521025,0.01451174,-0.33787655
-7.28677890,112.79600990,-0.93562755,0.00061770,-0.00163728,-0.35298446
-7.28677740,112.79600920,-0.93836915,-0.00091446,0.00248276,-0.34562456
-7.28677560,112.79600850,-0.94438501,-0.00333945,0.00959500,-0.32868485
-7.28677370,112.79600800,-0.95027272,-0.00229786,0.00701373,-0.31133146
-7.28677160,112.79600760,-0.95506743,-0.00088459,0.00285061,-0.29637357
-7.28676950,112.79600720,-0.95762946,-0.00173186,0.00575980,-0.28794036
-7.28676740,112.79600680,-0.95696195,-0.00226012,0.00745530,-0.29010885
-7.28676530,112.79600630,-0.95399671,-0.00126250,0.00401759,-0.29978750
-7.28676330,112.79600590,-0.95024416,-0.00013592,0.00041463,-0.31150576
-7.28676170,112.79600550,-0.94715125,0.00259641,-0.00766855,-0.32068514
-7.28676020,112.79600520,-0.94544358,0.00928746,-0.02705709,-0.32452750
-7.28675880,112.79600500,-0.94396911,0.01149911,-0.03307671,-0.32817072
-7.28675750,112.79600490,-0.94280069,0.01233764,-0.03511286,-0.33127289
-7.28675620,112.79600470,-0.94207097,0.01446446,-0.04097132,-0.33258745
-7.28675520,112.79600470,-0.94160624,0.01354572,-0.03815665,-0.33427276
-7.28675420,112.79600450,-0.94174375,0.00735074,-0.02062619,-0.33561770
-7.28675340,112.79600440,-0.94222585,0.00130189,-0.00366219,-0.33495573
-7.28675270,112.79600410,-0.94304730,0.00055419,-0.00157107,-0.33265449
-7.28675190,112.79600380,-0.94385976,0.00443812,-0.01269103,-0.33007271
-7.28675110,112.79600370,-0.94418148,0.01015940,-0.02924777,-0.32796752
-7.28675040,112.79600350,-0.94448793,0.01246838,-0.03608800,-0.32632000
-7.28674940,112.79600310,-0.94602301,0.00715862,-0.02094441,-0.32334277
-7.28674820,112.79600250,-0.94829082,-0.00970504,0.02913199,-0.31591400
-7.28674660,112.79600160,-0.94985000,-0.01468585,0.04513138,-0.30908324
-7.28674450,112.79600060,-0.95166392,-0.00955760,0.02976842,-0.30554586
-7.28674220,112.79599970,-0.95284706,-0.00811818,0.02559173,-0.30226089
-7.28673990,112.79599870,-0.95443745,-0.01035558,0.03335043,-0.29636071
-7.28673780,112.79599790,-0.95721918,-0.01060643,0.03537551,-0.28699742
-7.28673570,112.79599730,-0.96039755,-0.00895388,0.03107231,-0.27675060
-7.28673370,112.79599680,-0.96371586,-0.00788717,0.02865372,-0.26527062
-7.28673170,112.79599650,-0.96909250,-0.00553261,0.02182463,-0.24566807
-7.28672980,112.79599640,-0.97577281,-0.00291300,0.01301601,-0.21837930
-7.28672820,112.79599640,-0.97806415,0.00271573,-0.01277649,-0.20789395
-7.28672670,112.79599630,-0.97813619,0.00731930,-0.03494408,-0.20487786
-7.28672530,112.79599610,-0.97832615,0.00875756,-0.04230724,-0.20251257
-7.28672400,112.79599590,-0.97806812,0.01012450,-0.04897543,-0.20219214
-7.28672270,112.79599570,-0.97774053,0.01090275,-0.05255499,-0.20283629
-7.28672160,112.79599560,-0.97841041,0.00808371,-0.03900048,-0.20279715
-7.28672080,112.79599530,-0.97937155,0.00309941,-0.01506579,-0.20148148
-7.28672000,112.79599500,-0.97985492,0.00010527,-0.00051649,-0.19970995
-7.28671930,112.79599470,-0.98013005,0.00048221,-0.00238291,-0.19834106
-7.28671860,112.79599440,-0.98022380,0.00364724,-0.01814551,-0.19702473
-7.28671780,112.79599420,-0.97973799,0.00746347,-0.03718212,-0.19666024
-7.28671700,112.79599400,-0.97949151,0.00812806,-0.04036520,-0.19723329
-7.28671620,112.79599390,-0.98021330,0.00498331,-0.02488252,-0.19631076
-7.28671550,112.79599360,-0.98074850,0.00204246,-0.01027281,-0.19499404
-7.28671480,112.79599340,-0.98101322,0.00214875,-0.01088686,-0.19362316
-7.28671420,112.79599320,-0.98114151,0.00420418,-0.02147848,-0.19204777
-7.28671350,112.79599290,-0.98107411,0.00502149,-0.02567777,-0.19185679
-7.28671250,112.79599250,-0.98085265,0.00116818,-0.00588623,-0.19465885
-7.28671110,112.79599180,-0.97912104,-0.00481409,0.02334897,-0.20187529
-7.28670930,112.79599100,-0.97636592,-0.00361509,0.01638099,-0.21547201
-7.28670730,112.79599000,-0.97216633,-0.00213375,0.00886043,-0.23411443
-7.28670500,112.79598880,-0.96641996,-0.00552405,0.02084873,-0.25606109
-7.28670280,112.79598760,-0.95967490,-0.00806803,0.02768915,-0.27962887
-7.28670060,112.79598630,-0.95468805,-0.00718604,0.02312856,-0.29662122
-7.28669840,112.79598500,-0.95169930,-0.00764082,0.02376274,-0.30601534
-7.28669630,112.79598360,-0.94841774,-0.01009654,0.03036017,-0.31540467
-7.28669420,112.79598230,-0.94570901,-0.01040580,0.03042750,-0.32341980
-7.28669210,112.79598100,-0.94524978,-0.00958261,0.02786941,-0.32501433
-7.28668990,112.79597970,-0.94490168,-0.01092482,0.03170100,-0.32563247
-7.28668780,112.79597860,-0.94610625,-0.00972800,0.02854315,-0.32244941
-7.28668590,112.79597740,-0.95031824,-0.00751767,0.02302073,-0.31033653
-7.28668390,112.79597620,-0.95534727,-0.00758789,0.02462657,-0.29435956
-7.28668180,112.79597520,-0.96215931,-0.00555598,0.01967374,-0.27171960
-7.28667960,112.79597440,-0.97076254,-0.00344807,0.01396959,-0.23961021
-7.28667740,112.79597380,-0.97932128,-0.00351084,0.01705815,-0.20156022
-7.28667510,112.79597320,-0.98668417,-0.00313274,0.01914095,-0.16148732
-7.28667250,112.79597270,-0.99125422,-0.00343238,0.02631996,-0.12926926
-7.28666980,112.79597210,-0.99181921,-0.00570906,0.04791321,-0.11817950
-7.28666680,112.79597150,-0.99210684,-0.00583761,0.05053020,-0.11461521
-7.28666400,112.79597100,-0.99357830,-0.00382279,0.03536186,-0.10741080
-7.28666130,112.79597050,-0.99501730,-0.00277338,0.02893503,-0.09537110
-7.28665870,112.79597000,-0.99541268,-0.00359169,0.04151208,-0.08612456
-7.28665610,112.79596970,-0.99537501,-0.00415831,0.05085019,-0.08139749
-7.28665340,112.79596940,-0.99590032,-0.00367442,0.04764463,-0.07680520
-7.28665070,112.79596900,-0.99637951,-0.00329731,0.04599983,-0.07142137
-7.28664800,112.79596860,-0.99669635,-0.00313408,0.04743622,-0.06585106
-7.28664530,112.79596830,-0.99688915,-0.00302268,0.04865388,-0.06193293
-7.28664200,112.79596780,-0.99695920,-0.00295959,0.04831962,-0.06106396
-7.28663930,112.79596730,-0.99701922,-0.00289361,0.04751416,-0.06071832
-7.28663690,112.79596670,-0.99708713,-0.00283772,0.04741474,-0.05967450
-7.28663440,112.79596600,-0.99699158,-0.00295940,0.04959310,-0.05949415
-7.28663180,112.79596540,-0.99710923,-0.00282411,0.04760536,-0.05915188
-7.28662930,112.79596470,-0.99727769,-0.00265710,0.04608247,-0.05750267
-7.28662660,112.79596390,-0.99735383,-0.00261962,0.04760052,-0.05488770
-7.28662390,112.79596320,-0.99736638,-0.00263026,0.04993816,-0.05253159
-7.28662120,112.79596260,-0.99738660,-0.00261216,0.05183343,-0.05026364
-7.28661830,112.79596200,-0.99727015,-0.00270809,0.05537102,-0.04877465
-7.28661550,112.79596140,-0.99728856,-0.00267355,0.05617164,-0.04746706
-7.28661260,112.79596090,-0.99768577,-0.00228386,0.05179034,-0.04399606
-7.28660960,112.79596050,-0.99825542,-0.00167966,0.04703981,-0.03564485
-7.28660650,112.79596030,-0.99849802,-0.00120808,0.04890718,-0.02466433
-7.28660330,112.79596000,-0.99871950,-0.00044750,0.04978526,-0.00897718
-7.28660010,112.79595960,0.99863815,-0.00026282,-0.05192530,-0.00505461
-7.28659710,112.79595920,0.99837811,-0.00085963,-0.05472134,-0.01568378
-7.28659410,112.79595860,0.99827445,-0.00133052,-0.05311293,-0.02500749
-7.28659110,112.79595820,0.99813739,-0.00169621,-0.05126657,-0.03302443
-7.28658800,112.79595780,0.99783107,-0.00211495,-0.05142650,-0.04103647
-7.28658490,112.79595750,0.99743510,-0.00255924,-0.05223400,-0.04886997
-7.28658170,112.79595730,0.99709410,-0.00289962,-0.05202642,-0.05557165
-7.28657850,112.79595710,0.99682633,-0.00313038,-0.05140217,-0.06070657
-7.28657530,112.79595690,0.99653210,-0.00336605,-0.05121903,-0.06549084
